SiteDetails,Time,RecordDate,DayOfWeek,TimeSlot,WiFiCount,Average,DayType,AccessControlCount,Country,Floor,CompositeKey,LocationCode
RND Building,14:45:00,5/12/2025,Monday,14:45 - 15:00,1,,Weekday,,India,8th Floor,India_LOC-IN-KALWA_2025-05-12_14:45:00_14:45 - 15:00_8th Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,15:00:00,5/12/2025,Monday,15:00 - 15:15,1,,Weekday,,India,8th Floor,India_LOC-IN-KALWA_2025-05-12_15:00:00_15:00 - 15:15_8th Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,15:15:00,5/12/2025,Monday,15:15 - 15:30,19,,Weekday,,India,8th Floor,India_LOC-IN-KALWA_2025-05-12_15:15:00_15:15 - 15:30_8th Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,15:30:00,5/12/2025,Monday,15:30 - 15:45,59,,Weekday,,India,8th Floor,India_LOC-IN-KALWA_2025-05-12_15:30:00_15:30 - 15:45_8th Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,15:45:00,5/12/2025,Monday,15:45 - 16:00,2,,Weekday,,India,8th Floor,India_LOC-IN-KALWA_2025-05-12_15:45:00_15:45 - 16:00_8th Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,16:00:00,5/12/2025,Monday,16:00 - 16:15,1,,Weekday,,India,8th Floor,India_LOC-IN-KALWA_2025-05-12_16:00:00_16:00 - 16:15_8th Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,16:15:00,5/12/2025,Monday,16:15 - 16:30,33,,Weekday,,India,8th Floor,India_LOC-IN-KALWA_2025-05-12_16:15:00_16:15 - 16:30_8th Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,16:30:00,5/12/2025,Monday,16:30 - 16:45,5,,Weekday,,India,8th Floor,India_LOC-IN-KALWA_2025-05-12_16:30:00_16:30 - 16:45_8th Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,16:45:00,5/12/2025,Monday,16:45 - 17:00,3,,Weekday,,India,8th Floor,India_LOC-IN-KALWA_2025-05-12_16:45:00_16:45 - 17:00_8th Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,17:00:00,5/12/2025,Monday,17:00 - 17:15,4,,Weekday,,India,8th Floor,India_LOC-IN-KALWA_2025-05-12_17:00:00_17:00 - 17:15_8th Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,17:15:00,5/12/2025,Monday,17:15 - 17:30,3,,Weekday,,India,8th Floor,India_LOC-IN-KALWA_2025-05-12_17:15:00_17:15 - 17:30_8th Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,17:30:00,5/12/2025,Monday,17:30 - 17:45,6,,Weekday,,India,8th Floor,India_LOC-IN-KALWA_2025-05-12_17:30:00_17:30 - 17:45_8th Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,17:45:00,5/12/2025,Monday,17:45 - 18:00,3,,Weekday,,India,8th Floor,India_LOC-IN-KALWA_2025-05-12_17:45:00_17:45 - 18:00_8th Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,18:00:00,5/12/2025,Monday,18:00 - 18:15,3,,Weekday,,India,8th Floor,India_LOC-IN-KALWA_2025-05-12_18:00:00_18:00 - 18:15_8th Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,18:15:00,5/12/2025,Monday,18:15 - 18:30,1,,Weekday,,India,8th Floor,India_LOC-IN-KALWA_2025-05-12_18:15:00_18:15 - 18:30_8th Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,18:30:00,5/12/2025,Monday,18:30 - 18:45,1,,Weekday,,India,8th Floor,India_LOC-IN-KALWA_2025-05-12_18:30:00_18:30 - 18:45_8th Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,18:45:00,5/12/2025,Monday,18:45 - 19:00,1,,Weekday,,India,8th Floor,India_LOC-IN-KALWA_2025-05-12_18:45:00_18:45 - 19:00_8th Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,19:00:00,5/12/2025,Monday,19:00 - 19:15,6,,Weekday,,India,8th Floor,India_LOC-IN-KALWA_2025-05-12_19:00:00_19:00 - 19:15_8th Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,19:15:00,5/12/2025,Monday,19:15 - 19:30,2,,Weekday,,India,8th Floor,India_LOC-IN-KALWA_2025-05-12_19:15:00_19:15 - 19:30_8th Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,19:30:00,5/12/2025,Monday,19:30 - 19:45,2,,Weekday,,India,8th Floor,India_LOC-IN-KALWA_2025-05-12_19:30:00_19:30 - 19:45_8th Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,19:45:00,5/12/2025,Monday,19:45 - 20:00,2,,Weekday,,India,8th Floor,India_LOC-IN-KALWA_2025-05-12_19:45:00_19:45 - 20:00_8th Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,20:00:00,5/12/2025,Monday,20:00 - 20:15,1,,Weekday,,India,8th Floor,India_LOC-IN-KALWA_2025-05-12_20:00:00_20:00 - 20:15_8th Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,20:15:00,5/12/2025,Monday,20:15 - 20:30,2,,Weekday,,India,8th Floor,India_LOC-IN-KALWA_2025-05-12_20:15:00_20:15 - 20:30_8th Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,20:30:00,5/12/2025,Monday,20:30 - 20:45,1,,Weekday,,India,8th Floor,India_LOC-IN-KALWA_2025-05-12_20:30:00_20:30 - 20:45_8th Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,20:45:00,5/12/2025,Monday,20:45 - 21:00,2,,Weekday,,India,8th Floor,India_LOC-IN-KALWA_2025-05-12_20:45:00_20:45 - 21:00_8th Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,21:00:00,5/12/2025,Monday,21:00 - 21:15,1,,Weekday,,India,8th Floor,India_LOC-IN-KALWA_2025-05-12_21:00:00_21:00 - 21:15_8th Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,21:15:00,5/12/2025,Monday,21:15 - 21:30,1,,Weekday,,India,8th Floor,India_LOC-IN-KALWA_2025-05-12_21:15:00_21:15 - 21:30_8th Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,21:30:00,5/12/2025,Monday,21:30 - 21:45,2,,Weekday,,India,8th Floor,India_LOC-IN-KALWA_2025-05-12_21:30:00_21:30 - 21:45_8th Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,21:45:00,5/12/2025,Monday,21:45 - 22:00,3,,Weekday,,India,8th Floor,India_LOC-IN-KALWA_2025-05-12_21:45:00_21:45 - 22:00_8th Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,22:15:00,5/12/2025,Monday,22:15 - 22:30,2,,Weekday,,India,8th Floor,India_LOC-IN-KALWA_2025-05-12_22:15:00_22:15 - 22:30_8th Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,22:30:00,5/12/2025,Monday,22:30 - 22:45,1,,Weekday,,India,8th Floor,India_LOC-IN-KALWA_2025-05-12_22:30:00_22:30 - 22:45_8th Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,22:45:00,5/12/2025,Monday,22:45 - 23:00,2,,Weekday,,India,8th Floor,India_LOC-IN-KALWA_2025-05-12_22:45:00_22:45 - 23:00_8th Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,23:00:00,5/12/2025,Monday,23:00 - 23:15,1,,Weekday,,India,8th Floor,India_LOC-IN-KALWA_2025-05-12_23:00:00_23:00 - 23:15_8th Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,23:30:00,5/12/2025,Monday,23:30 - 23:45,1,,Weekday,,India,8th Floor,India_LOC-IN-KALWA_2025-05-12_23:30:00_23:30 - 23:45_8th Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,12:45:00,5/12/2025,Monday,12:45 - 13:00,1,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_12:45:00_12:45 - 13:00_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,7:30:00,5/12/2025,Monday,07:30 - 07:45,2,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_07:30:00_07:30 - 07:45_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,9:30:00,5/12/2025,Monday,09:30 - 09:45,12,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_09:30:00_09:30 - 09:45_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,12:00:00,5/12/2025,Monday,12:00 - 12:15,6,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_12:00:00_12:00 - 12:15_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,22:30:00,5/12/2025,Monday,22:30 - 22:45,1,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_22:30:00_22:30 - 22:45_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,10:45:00,5/12/2025,Monday,10:45 - 11:00,1,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_10:45:00_10:45 - 11:00_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,7:45:00,5/12/2025,Monday,07:45 - 08:00,1,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_07:45:00_07:45 - 08:00_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,14:45:00,5/12/2025,Monday,14:45 - 15:00,10,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_14:45:00_14:45 - 15:00_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,8:15:00,5/12/2025,Monday,08:15 - 08:30,1,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_08:15:00_08:15 - 08:30_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,8:00:00,5/12/2025,Monday,08:00 - 08:15,2,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_08:00:00_08:00 - 08:15_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,20:30:00,5/12/2025,Monday,20:30 - 20:45,2,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_20:30:00_20:30 - 20:45_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,14:15:00,5/12/2025,Monday,14:15 - 14:30,1,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_14:15:00_14:15 - 14:30_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,13:30:00,5/12/2025,Monday,13:30 - 13:45,10,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_13:30:00_13:30 - 13:45_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,12:30:00,5/12/2025,Monday,12:30 - 12:45,1,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_12:30:00_12:30 - 12:45_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,16:15:00,5/12/2025,Monday,16:15 - 16:30,3,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_16:15:00_16:15 - 16:30_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,9:45:00,5/12/2025,Monday,09:45 - 10:00,16,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_09:45:00_09:45 - 10:00_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,9:15:00,5/12/2025,Monday,09:15 - 09:30,1,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_09:15:00_09:15 - 09:30_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,20:45:00,5/12/2025,Monday,20:45 - 21:00,1,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_20:45:00_20:45 - 21:00_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,9:00:00,5/12/2025,Monday,09:00 - 09:15,6,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_09:00:00_09:00 - 09:15_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,19:45:00,5/12/2025,Monday,19:45 - 20:00,2,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_19:45:00_19:45 - 20:00_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,21:00:00,5/12/2025,Monday,21:00 - 21:15,1,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_21:00:00_21:00 - 21:15_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,13:45:00,5/12/2025,Monday,13:45 - 14:00,13,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_13:45:00_13:45 - 14:00_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,10:15:00,5/12/2025,Monday,10:15 - 10:30,18,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_10:15:00_10:15 - 10:30_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,7:15:00,5/12/2025,Monday,07:15 - 07:30,2,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_07:15:00_07:15 - 07:30_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,23:30:00,5/12/2025,Monday,23:30 - 23:45,1,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_23:30:00_23:30 - 23:45_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,8:30:00,5/12/2025,Monday,08:30 - 08:45,2,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_08:30:00_08:30 - 08:45_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,15:30:00,5/12/2025,Monday,15:30 - 15:45,2,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_15:30:00_15:30 - 15:45_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,16:00:00,5/12/2025,Monday,16:00 - 16:15,1,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_16:00:00_16:00 - 16:15_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,15:15:00,5/12/2025,Monday,15:15 - 15:30,1,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_15:15:00_15:15 - 15:30_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,10:30:00,5/12/2025,Monday,10:30 - 10:45,12,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_10:30:00_10:30 - 10:45_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,13:00:00,5/12/2025,Monday,13:00 - 13:15,2,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_13:00:00_13:00 - 13:15_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,14:00:00,5/12/2025,Monday,14:00 - 14:15,8,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_14:00:00_14:00 - 14:15_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,18:00:00,5/12/2025,Monday,18:00 - 18:15,3,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_18:00:00_18:00 - 18:15_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,22:00:00,5/12/2025,Monday,22:00 - 22:15,1,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_22:00:00_22:00 - 22:15_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,18:30:00,5/12/2025,Monday,18:30 - 18:45,1,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_18:30:00_18:30 - 18:45_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,22:45:00,5/12/2025,Monday,22:45 - 23:00,1,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_22:45:00_22:45 - 23:00_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,11:45:00,5/12/2025,Monday,11:45 - 12:00,1,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_11:45:00_11:45 - 12:00_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,11:30:00,5/12/2025,Monday,11:30 - 11:45,7,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_11:30:00_11:30 - 11:45_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,14:30:00,5/12/2025,Monday,14:30 - 14:45,1,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_14:30:00_14:30 - 14:45_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,23:00:00,5/12/2025,Monday,23:00 - 23:15,1,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_23:00:00_23:00 - 23:15_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,15:00:00,5/12/2025,Monday,15:00 - 15:15,12,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_15:00:00_15:00 - 15:15_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,11:00:00,5/12/2025,Monday,11:00 - 11:15,11,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_11:00:00_11:00 - 11:15_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,19:30:00,5/12/2025,Monday,19:30 - 19:45,4,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_19:30:00_19:30 - 19:45_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,8:45:00,5/12/2025,Monday,08:45 - 09:00,2,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_08:45:00_08:45 - 09:00_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,17:30:00,5/12/2025,Monday,17:30 - 17:45,2,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_17:30:00_17:30 - 17:45_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,15:45:00,5/12/2025,Monday,15:45 - 16:00,3,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_15:45:00_15:45 - 16:00_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,16:45:00,5/12/2025,Monday,16:45 - 17:00,1,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_16:45:00_16:45 - 17:00_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,20:15:00,5/12/2025,Monday,20:15 - 20:30,1,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_20:15:00_20:15 - 20:30_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,22:15:00,5/12/2025,Monday,22:15 - 22:30,1,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_22:15:00_22:15 - 22:30_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,10:00:00,5/12/2025,Monday,10:00 - 10:15,10,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_10:00:00_10:00 - 10:15_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,13:15:00,5/12/2025,Monday,13:15 - 13:30,4,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_13:15:00_13:15 - 13:30_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,21:30:00,5/12/2025,Monday,21:30 - 21:45,2,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_21:30:00_21:30 - 21:45_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,17:15:00,5/12/2025,Monday,17:15 - 17:30,5,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_17:15:00_17:15 - 17:30_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,12:15:00,5/12/2025,Monday,12:15 - 12:30,22,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_12:15:00_12:15 - 12:30_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,20:00:00,5/12/2025,Monday,20:00 - 20:15,1,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_20:00:00_20:00 - 20:15_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,19:00:00,5/12/2025,Monday,19:00 - 19:15,3,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_19:00:00_19:00 - 19:15_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,11:15:00,5/12/2025,Monday,11:15 - 11:30,1,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_11:15:00_11:15 - 11:30_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,18:15:00,5/12/2025,Monday,18:15 - 18:30,1,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_18:15:00_18:15 - 18:30_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,17:45:00,5/12/2025,Monday,17:45 - 18:00,1,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_17:45:00_17:45 - 18:00_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,17:00:00,5/12/2025,Monday,17:00 - 17:15,2,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_17:00:00_17:00 - 17:15_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,16:30:00,5/12/2025,Monday,16:30 - 16:45,3,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_16:30:00_16:30 - 16:45_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,21:45:00,5/12/2025,Monday,21:45 - 22:00,1,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-12_21:45:00_21:45 - 22:00_Ground Floor_RND Building_Weekday_Monday,LOC-IN-KALWA
RND Building,21:45:00,5/27/2025,Tuesday,21:45 - 22:00,2,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-27_21:45:00_21:45 - 22:00_Ground Floor_RND Building_Weekday_Tuesday,LOC-IN-KALWA
RND Building,21:30:00,5/27/2025,Tuesday,21:30 - 21:45,2,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-27_21:30:00_21:30 - 21:45_Ground Floor_RND Building_Weekday_Tuesday,LOC-IN-KALWA
RND Building,14:30:00,5/27/2025,Tuesday,14:30 - 14:45,8,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-27_14:30:00_14:30 - 14:45_Ground Floor_RND Building_Weekday_Tuesday,LOC-IN-KALWA
RND Building,18:45:00,5/27/2025,Tuesday,18:45 - 19:00,1,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-27_18:45:00_18:45 - 19:00_Ground Floor_RND Building_Weekday_Tuesday,LOC-IN-KALWA
RND Building,0:15:00,5/27/2025,Tuesday,00:15 - 00:30,1,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-27_00:15:00_00:15 - 00:30_Ground Floor_RND Building_Weekday_Tuesday,LOC-IN-KALWA
RND Building,15:30:00,5/27/2025,Tuesday,15:30 - 15:45,5,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-27_15:30:00_15:30 - 15:45_Ground Floor_RND Building_Weekday_Tuesday,LOC-IN-KALWA
RND Building,10:15:00,5/27/2025,Tuesday,10:15 - 10:30,5,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-27_10:15:00_10:15 - 10:30_Ground Floor_RND Building_Weekday_Tuesday,LOC-IN-KALWA
RND Building,19:00:00,5/27/2025,Tuesday,19:00 - 19:15,2,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-27_19:00:00_19:00 - 19:15_Ground Floor_RND Building_Weekday_Tuesday,LOC-IN-KALWA
RND Building,13:00:00,5/27/2025,Tuesday,13:00 - 13:15,1,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-27_13:00:00_13:00 - 13:15_Ground Floor_RND Building_Weekday_Tuesday,LOC-IN-KALWA
RND Building,15:00:00,5/27/2025,Tuesday,15:00 - 15:15,1,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-27_15:00:00_15:00 - 15:15_Ground Floor_RND Building_Weekday_Tuesday,LOC-IN-KALWA
RND Building,13:45:00,5/27/2025,Tuesday,13:45 - 14:00,11,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-27_13:45:00_13:45 - 14:00_Ground Floor_RND Building_Weekday_Tuesday,LOC-IN-KALWA
RND Building,17:45:00,5/27/2025,Tuesday,17:45 - 18:00,2,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-27_17:45:00_17:45 - 18:00_Ground Floor_RND Building_Weekday_Tuesday,LOC-IN-KALWA
RND Building,18:15:00,5/27/2025,Tuesday,18:15 - 18:30,1,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-27_18:15:00_18:15 - 18:30_Ground Floor_RND Building_Weekday_Tuesday,LOC-IN-KALWA
RND Building,22:45:00,5/27/2025,Tuesday,22:45 - 23:00,2,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-27_22:45:00_22:45 - 23:00_Ground Floor_RND Building_Weekday_Tuesday,LOC-IN-KALWA
RND Building,14:15:00,5/27/2025,Tuesday,14:15 - 14:30,9,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-27_14:15:00_14:15 - 14:30_Ground Floor_RND Building_Weekday_Tuesday,LOC-IN-KALWA
RND Building,22:00:00,5/27/2025,Tuesday,22:00 - 22:15,2,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-27_22:00:00_22:00 - 22:15_Ground Floor_RND Building_Weekday_Tuesday,LOC-IN-KALWA
RND Building,17:15:00,5/27/2025,Tuesday,17:15 - 17:30,1,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-27_17:15:00_17:15 - 17:30_Ground Floor_RND Building_Weekday_Tuesday,LOC-IN-KALWA
RND Building,19:30:00,5/27/2025,Tuesday,19:30 - 19:45,2,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-27_19:30:00_19:30 - 19:45_Ground Floor_RND Building_Weekday_Tuesday,LOC-IN-KALWA
RND Building,11:45:00,5/27/2025,Tuesday,11:45 - 12:00,9,,Weekday,,India,Ground Floor,India_LOC-IN-KALWA_2025-05-27_11:45:00_11:45 - 12:00_Ground Floor_RND Building_Weekday_Tuesday,LOC-IN-KALWA
